ID	author	claim	label
251	Jeff Stone	"""Since the passage of Proposition 47 by voters in 2014 and the signing of AB 109 in 2011, violent crime has been on the rise in California, up 12 percent in 2015 statewide according to the FBI."""	half-true
252	Pat Toomey	"""Sanctuary cities are extremely dangerous."""	barely-true
253	Bloggers	"""Prince William May Not Attend Royal Wedding Leaving Harry Without a Best Man; Princess Diana Would Not Be Happy"""	pants-fire
254	Carolyn Medeiros	Three thousand felons voted in Rhode Island in 2008.	true
255	Ron DeSantis	"Says John Brennan ""was a member of the Communist Party during the Cold War."""	barely-true
256	Jonathan Karl	"""Before the Republican wave in 2010, Democrats had an advantage on the generic ballot in Congress. Even in 1994 with the Gingrich revolution ... Democrats had that advantage."""	true
257	America's Natural Gas Alliance	"The United States has a supply of ""more than 100 years of natural gas."""	half-true
258	Instagram posts	Calls COVID-19 vaccine a “non-FDA-approved experimental agent.”	barely-true
259	Bob McDonnell	"Virginia is ""headed towards another surplus this year, unlike most states."""	mostly-true
260	Reaganwasright	"""President Trump just saved Christmas for 13 million retirees."""	pants-fire
261	Joseph Kyrillos	"""Bob Menendez actually voted in favor of higher taxes more than 70 times!"""	barely-true
262	Marsha Blackburn	"New energy standards will take away ""our freedom of choice and selection in the light bulbs we have in our homes."""	barely-true
263	Barack Obama	"""When Social Security was passed, there were all kinds of lawsuits,"" just as there have been in the legal battle over the new health care law."	true
264	Wayne DeAngelo	"""If we keep the minimum wage at the current level, then single-parent families earning the minimum wage at a full-time job will live in poverty in New Jersey."""	true
265	Evan Jenkins	"""In Congress, (Patrick) Morrisey wrote the health care law giving free health care to illegals."""	barely-true
266	John Kasich	"""We're up 123,000 jobs over the last year and three-quarters. We're actually, according to the Bureau of Labor statistics, down 500 ... auto jobs in Ohio."""	mostly-true
267	Viral image	"Says Bernie Sanders opposes ""requiring all children to have a K-12 education."""	false
268	Gary Johnson	"Legal prescription drugs ""statistically kill 100,000 people a year, (but) there are no documented deaths due to marijuana."""	half-true
269	HoustonChronicle-tv.com	"Says ""the Kardashians donate whopping sum to Las Vegas mass shooting victims"""	pants-fire
270	Facebook posts	Says Anthony Fauci, Bill Gates, George Soros and Jeffrey Epstein are connected with Moderna, Inc., and its efforts to create the coronavirus vaccine.	pants-fire
271	Jeb Bush	"""Florida has a law like (Indiana's Religious Freedom Restoration Act)."""	half-true
272	Charley English	"""It still had not gotten terrible on the roads"" by 2 to 3 p.m. Tuesday."	false
273	Mitt Romney	"Massachusetts schools ""are ranked No. 1 of all 50 states."""	mostly-true
274	Charlotte Bergmann	"""Obamacare"" represents ""the largest tax increase in the history of the world."""	pants-fire
275	Tommy Thompson	"Says ""Tammy Baldwin had the opportunity to vote to honor the victims of 9/11 and she voted against it."""	barely-true
276	Bloggers	A CDC study found that “mask mandates made no statistical difference” on coronavirus case rates.	pants-fire
277	Bernie Sanders	"""Not one Republican has the guts to recognize that climate change is real."""	false
278	Viral image	An impersonator in a Joe Biden mask gave an interview as Joe Biden.	pants-fire
279	Caleb Rowden	"""And this would be the first year, if everything holds true, we will spend over $10 billion of our state budget on Medicaid out of the $28 billion budget."""	mostly-true
280	Instagram posts	Says Anthony Fauci’s wife has “a secret plan to put psych drugs in drinking water” to get people vaccinated.	pants-fire
281	Steve Crisafulli	"""If we choose Obamacare expansion, 600,000 will lose eligibility for their subsidies, of which 257,000 would be forced into Medicaid."""	mostly-true
282	Josh Mandel	"""The majority last quarter of Sherrod Brown's campaign contributions came from outside of the state of Ohio."""	false
283	David Dewhurst	Says 1,000 World War II veterans die every day.	half-true
284	Herb Kohl	"""I’ve been through four campaigns and have not done any negative campaigning."""	mostly-true
285	Colin Van Ostern	"As a result of Chris Sununu’s vote against a Planned Parenthood contract, ""nearly 3,000 fewer"" women and families statewide accessed health care for birth control, cancer screenings and annual exams."	barely-true
286	Bloggers	"""YouTube witness makes shocking admission on live TV. CNN pulls plug immediately"""	pants-fire
287	Andy Duyck	"""We’ve dedicated more money from (Washington County’s) transportation budget to bike and ped projects under my watch than at any time in the history of Washington County."""	mostly-true
288	Rush Limbaugh	"Says ""11 straight years of no major hurricanes striking land"" in the United States ""bores a hole right through the whole climate change argument."""	pants-fire
289	Sherri Tenpenny	Officials “recommend that women who get one of these (COVID-19) shots should absolutely not get pregnant for at least the first two months after they’ve been injected.”	false
290	Bloggers	Says Melania Trump lied under oath in 2013 about graduating from college with a bachelor’s degree in architecture.	mostly-true
291	National Federation of Independent Business-Wisconsin	"Wisconsin’s lawsuit rules are so anti-business that the state’s system is ""one of the most promiscuous"" in America."	false
292	Lynn Westmoreland	"""Only 536 Georgians are signed up for Obamacare while 400,000 in the state lost their health insurance."""	half-true
293	Rick Scott	"""Florida is investing record amounts of funding for HIV/AIDS prevention."""	barely-true
294	Viral image	"Says First Lady Melania Trump posted a photo of herself ""yesterday"" and Facebook took it down."	pants-fire
295	Maxine Waters	"""You can see visits to Moscow made during the campaign by (Paul) Manafort and others."""	barely-true
296	Haley Stevens	Eric Esshaki “would allow insurance companies to kick people with a preexisting condition off their plans in the middle of a pandemic, including over 100,000 Michiganders who have survived COVID-19.”	barely-true
297	Viral image	"Says Democratic Senators ""demand Supreme Court nominee not be unduly influenced by U.S. Constitution."""	pants-fire
298	Facebook posts	Says Al Gore said in 2009 that “the North Pole will be ice-free in the summer by 2013 because of man-made global warming.”	mostly-true
299	Chris Cuomo	"""Hate speech is excluded from protection"" under the First Amendment."	false
300	Ovide Lamontagne	"Under Maggie Hassan's leadership, ""we increased state spending in the middle of the great recession by 24 percent leading up to and following it."""	half-true
301	Facebook posts	Says the Looney Tunes cartoon character Yosemite Sam was banned from television for being too violent.	false
302	Bloggers	"Obama says America is great, but let's ""try to change it."""	pants-fire
303	David Crowley	"''Over 40 percent of African-American men in (Milwaukee County) have been going to prison for low-level drug offenses, and I think a hundred times that in the city of Madison."""	false
304	Ann McLane Kuster	"Says the Security Against Foreign Enemies Act of 2015 would not ""pause"" the resettlement of Syrian refugees in the United States."	half-true
305	Kimberly Lightford	The novel coronavirus was “man-made.”	false
306	Newt Gingrich	"""Gov. Romney cut off kosher meals for Jewish senior citizens who were on Medicaid to save $5 a day."""	barely-true
307	Patrick Murphy	"Says ""Marco Rubio didn’t show up"" for a vote on his own bill on sanctions against Hezbollah."	barely-true
308	Citizens to Protect Transportation Funding	"""We can fix our roads without raising taxes."""	false
309	Facebook posts	"Quotes Mike Pence as saying that people with pre-existing conditions need ""more Jesus care,"" not health care."	pants-fire
310	Rick Santorum	"If Fox News' presidential debate rules had been in place during the 1992 election, ""Bill Clinton wouldn't have been on the stage."""	barely-true
311	Chris Christie	"Says ""in Katrina, they approved $60 billion within 10 days of the storm on a voice vote."""	half-true
312	Bloggers	A YouGov.com poll shows 71 percent of Obama voters regret voting for him.	pants-fire
313	Dennis Kucinich	"Says the tax code is effectively subsidizing ""the marketing efforts of fast food and junk food companies by as much as $19 billion over 10 years."""	mostly-true
314	National Republican Congressional Committee	Says a new report proves the stimulus supported by N.J. Democrats cost $278,000 per job.	false
315	Viral image	Says Emma Gonzalez, a survivor of the Parkland school shooting, ripped up a copy of the U.S. Constitution	pants-fire
316	Better Austin Today	"Says that under City Council Member Randi Shade, Austin had the ""highest city debt per person in Texas."""	false
317	Kathleen Vinehout	"Under Scott Walker, Wisconsin is ""still 16,000 manufacturing jobs lower than we were during the recession."""	mostly-true
